run,selection,success,task,trajectory,turn,terminal,observation,action_valid,history,future,combined,raw_progress,current_J,future_J,current_lambda,future_lambda
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,10,False,"You arrive at bed 1. On the bed 1, you see a book 1, a cellphone 3, a laptop 1, and a pillow 1.",1.0,1.4252618024899337,-0.010927817659597076,1.4143340587615967,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,11,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,1.501065761745127,-0.010927817659597076,1.4901379346847534,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,12,False,"You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a cd 1, a mug 1, a pen 1, a pencil 2, and a tissuebox 1.",1.0,1.5808594086525378,-0.010927817659597076,1.5699316263198853,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,13,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,1.6648527882205129,-0.010927817659597076,1.6539249420166016,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,14,False,You arrive at drawer 1. The drawer 1 is closed.,1.0,1.7532668775624307,-0.010927817659597076,1.7423391342163086,0.0,7.0,6.0,0.7777777777777778,0.75
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,15,False,"You open the drawer 1. The drawer 1 is open. In it, you see nothing.",1.0,1.8463343288552978,-0.010927817659597076,1.8354064226150513,0.0,6.0,7.0,0.75,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,16,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,1.9443000000244577,-0.010927817659597076,1.933372139930725,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,17,False,"You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a cd 1, a mug 1, a pen 1, a pencil 2, and a tissuebox 1.",1.0,2.0474218038391276,-0.010927817659597076,2.036494016647339,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,18,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,2.155971026323226,-0.010927817659597076,2.145043134689331,0.0,7.0,4.0,0.7777777777777778,0.6666666666666666
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,19,False,"You arrive at shelf 1. On the shelf 1, you see a watch 2.",1.0,2.2702333881247907,-0.010927817659597076,2.259305477142334,0.0,4.0,7.0,0.6666666666666666,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,20,False,You pick up the watch 2 from the shelf 1.,1.0,2.390509681337634,-0.010927817659597076,2.3795816898345947,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,21,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,2.5171161940491094,-0.010927817659597076,2.50618839263916,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,22,False,You move the watch 2 to the dresser 1.,1.0,2.6503861962572994,-0.010927817659597076,2.639458417892456,0.0,7.0,1.0,0.7777777777777778,0.3333333333333333
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,23,False,"You arrive at shelf 5. On the shelf 5, you see a creditcard 1, and a statue 1.",1.0,2.7906703644187876,-0.010927817659597076,2.779742479324341,0.0,1.0,7.0,0.3333333333333333,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,24,False,"You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a cd 1, a mug 1, a pen 1, a pencil 2, and a tissuebox 1.",1.0,2.9383380550919584,-0.010927817659597076,2.927410125732422,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,25,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, a pencil 3, and a watch 2.",1.0,3.09377772948477,-0.010927817659597076,3.0828499794006348,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,26,False,You pick up the watch 2 from the dresser 1.,1.0,3.2573984393719404,-0.010927817659597076,3.2464706897735596,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,27,False,Nothing happens.,1.0,3.429630676190484,-0.010927817659597076,3.4187028408050537,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,28,False,Nothing happens.,1.0,3.6109278569569025,-0.010927817659597076,3.6000003814697266,0.0,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,29,False,You move the watch 2 to the dresser 1.,1.0,3.8017671733627187,-0.010927817659597076,3.790839672088623,0.0,7.0,7.0,0.7777777777777778,1.0
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,30,False,"You arrive at shelf 3. On the shelf 3, you see a watch 1.",1.0,4.002650440870016,-0.010927817659597076,3.99172306060791,0.0,7.0,7.0,1.0,1.0
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,31,False,You pick up the watch 1 from the shelf 3.,1.0,4.214106645998045,-0.010927817659597076,4.203179359436035,0.0,7.0,7.0,1.0,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,True,281a7ce3-6087-4567-876e-32f1ce6590ed,312feb6e-9d81-4901-a35f-abede7e26823,32,True,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, a pencil 3, and a watch 2.",1.0,4.436691946323226,7.015173061160347,11.451865196228027,10.0,7.0,,0.7777777777777778,
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,0,False,"-= Welcome to TextWorld, ALFRED! =-

You are in the middle of a room. Looking quickly around you, you see a bed 1, a desk 1, a drawer 17, a drawer 16, a drawer 15, a drawer 14, a drawer 13, a drawer 12, a drawer 11, a drawer 10, a drawer 9, a drawer 8, a drawer 7, a drawer 6, a drawer 5, a drawer 4, a drawer 3, a drawer 2, a drawer 1, a dresser 1, ",1.0,-0.1593118100731787,0.024660077849521123,-0.13465173542499542,0.05065098853959993,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,1,False,"You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a cd 1, a mug 1, a pen 1, a pencil 2, and a tissuebox 1.",1.0,-0.18304689601631455,-0.094394311302847,-0.27744123339653015,-0.11879489788548037,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,2,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.12737954255337275,-0.0463655017934523,-0.1737450510263443,-0.050437198020713725,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,3,False,"You arrive at bed 1. On the bed 1, you see a book 1, a cellphone 3, a laptop 1, and a pillow 1.",1.0,-0.10374464988354612,0.24845768831680332,0.14471304416656494,0.36917418415997044,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,4,False,"You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a cd 1, a mug 1, a pen 1, a pencil 2, and a tissuebox 1.",1.0,-0.27673985211012303,-0.050279103351054955,-0.32701897621154785,-0.056007288210281225,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,5,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.25049481322680217,0.6737362414099305,0.42324140667915344,0.974458054158367,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,6,False,Nothing happens.,1.0,-0.7071263196894458,-0.585976039910733,-1.2931023836135864,-0.8184457242630954,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,7,False,"You arrive at bed 1. On the bed 1, you see a book 1, a cellphone 3, a laptop 1, and a pillow 1.",1.0,-0.32360228386613143,0.27085226374267063,-0.05275002866983414,0.40104758850202216,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,8,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.5115333949908999,0.2060430760990765,-0.3054903447628021,0.3088069720329927,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,9,False,"You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a cd 1, a mug 1, a pen 1, a pencil 2, and a tissuebox 1.",1.0,-0.6562404487336432,0.02236136104778242,-0.6338790655136108,0.047379306505161534,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,10,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.6784424396171232,0.2600633928985459,-0.4183790683746338,0.38569217156423297,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,11,False,You arrive at drawer 1. The drawer 1 is closed.,1.0,-0.8591780498230766,0.12105247979833104,-0.7381255626678467,0.1878428729308177,7.0,6.0,0.7777777777777778,0.75
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,12,False,"You open the drawer 1. The drawer 1 is open. In it, you see nothing.",1.0,-0.9472013429443117,-0.2616486857696679,-1.2088501453399658,-0.3568421126230401,6.0,7.0,0.75,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,13,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.7799848726653974,-0.6551411386226332,-1.4351260662078857,-0.9168859543491693,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,14,False,"You arrive at bed 1. On the bed 1, you see a book 1, a cellphone 3, a laptop 1, and a pillow 1.",1.0,-0.35033165215032974,0.5011872748127966,0.15085561573505402,0.7288752343652728,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,15,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.6918829851385633,0.13214425386418582,-0.5597386956214905,0.20362940127300355,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,16,False,"You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a cd 1, a mug 1, a pen 1, a pencil 2, and a tissuebox 1.",1.0,-0.7873038108478342,0.38171769526092364,-0.4055861234664917,0.5588384221811327,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,17,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-1.0491758064152608,-0.8581061155098031,-1.9072819948196411,-1.2057588020177876,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,18,False,"You arrive at bed 1. On the bed 1, you see a book 1, a cellphone 3, a laptop 1, and a pillow 1.",1.0,-0.4841565913601061,0.3203498851184546,-0.1638067215681076,0.4714957961629649,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,19,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.7050997409176596,-0.031431821445994754,-0.7365315556526184,-0.029182620830575656,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,20,False,"You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a cd 1, a mug 1, a pen 1, a pencil 2, and a tissuebox 1.",1.0,-0.6914247388911983,-0.8615668924776724,-1.5529917478561401,-1.2106844030411117,7.0,2.0,0.7777777777777778,0.5
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,21,False,"You arrive at shelf 4. On the shelf 4, you see nothing.",1.0,-0.12409742345898928,0.31857675981385325,0.1944793462753296,0.46897216985132684,2.0,7.0,0.5,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,22,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.34385804164296846,-0.02364804436301508,-0.36750608682632446,-0.018104247181766064,7.0,7.0,0.7777777777777778,1.0
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,23,False,"You arrive at drawer 12. On the drawer 12, you see nothing.",1.0,-0.33537438319254753,0.06612313915547176,-0.2692512571811676,0.1096638920277071,7.0,7.0,1.0,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,24,False,"You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a cd 1, a mug 1, a pen 1, a pencil 2, and a tissuebox 1.",1.0,-0.3867629187059693,-0.328211996549363,-0.7149749398231506,-0.4515793102917344,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,25,False,"You arrive at bed 1. On the bed 1, you see a book 1, a cellphone 3, a laptop 1, and a pillow 1.",1.0,-0.1751526292722975,0.25492011757537786,0.07976748794317245,0.3783719303495468,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,26,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.35245792004495036,0.0441707956686249,-0.3082871437072754,0.07841990070810934,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,27,False,"You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a cd 1, a mug 1, a pen 1, a pencil 2, and a tissuebox 1.",1.0,-0.3892055277564142,-0.40842549491812924,-0.797631025314331,-0.5657443354631896,7.0,2.0,0.7777777777777778,0.5
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,28,False,"You arrive at shelf 4. On the shelf 4, you see nothing.",1.0,-0.12409742345898928,0.1302287380772703,0.006131308153271675,0.2009031156418225,2.0,7.0,0.5,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,29,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.21824072523153779,-0.1520843733964645,-0.37032511830329895,-0.2009031156418225,7.0,2.0,0.7777777777777778,0.5
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,30,False,"You arrive at drawer 1. The drawer 1 is open. In it, you see nothing.",1.0,-0.12409742345898928,0.11290783553035877,-0.011189593933522701,0.1762508898260431,2.0,7.0,0.5,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,31,False,"You arrive at desk 1. On the desk 1, you see a alarmclock 1, a bowl 1, a cd 1, a mug 1, a pen 1, a pencil 2, and a tissuebox 1.",1.0,-0.20668868758737538,-0.019638372336288325,-0.2263270616531372,-0.012397423303370236,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,32,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.20087924226210263,0.04550272515398416,-0.15537652373313904,0.08031558866979849,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,33,False,"You arrive at bed 1. On the bed 1, you see a book 1, a cellphone 3, a laptop 1, and a pillow 1.",1.0,-0.23851516311017826,0.053844705137872796,-0.18467046320438385,0.09218843269490407,7.0,7.0,0.7777777777777778,0.7777777777777778
M10,highest opposite-sign turn fraction within outcome; length tiebreak,False,281a7ce3-6087-4567-876e-32f1ce6590ed,4b6f45d5-8a32-46f0-9e83-ee9d2a0fae62,34,False,"You arrive at dresser 1. On the dresser 1, you see a alarmclock 2, a cellphone 2, a desklamp 1, and a pencil 3.",1.0,-0.28171472939282216,0.016904939654703046,-0.264809787273407,0.039613375603816725,7.0,7.0,0.7777777777777778,0.7777777777777778
